Id,PostType,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"54602","Question","2019-06-27 09:16:10","0","578","<python><data-mining><pca><dimensionality-reduction><variance>","1",""
"54604","Answer","2019-06-27 09:37:57","3","","","",""
"54605","Answer","2019-06-27 09:45:18","1","","","",""
"54606","Answer","2019-06-27 09:48:10","1","","","",""
"54607","Answer","2019-06-27 09:51:01","0","","","",""
"54609","Answer","2019-06-27 10:01:44","1","","","",""
"54610","Answer","2019-06-27 10:10:19","2","","","",""
"54611","Answer","2019-06-27 10:48:23","0","","","",""
"54612","Question","2019-06-27 10:51:32","2","325","<xgboost><marketing>","1",""
"54613","Answer","2019-06-27 11:44:56","1","","","",""
"54617","Question","2019-06-27 13:39:25","2","2156","<machine-learning><python><pandas>","1","0"
"54618","Question","2019-06-27 13:43:07","0","641","<neural-network><tensorflow><convolution><autoencoder>","1",""
"54620","Question","2019-06-27 14:12:36","0","3316","<pytorch><batch-normalization>","2",""
"54621","Answer","2019-06-27 14:14:16","0","","","",""
"54622","Answer","2019-06-27 14:23:38","0","","","",""
"54623","Answer","2019-06-27 14:41:15","1","","","",""
"54626","Question","2019-06-27 15:20:43","1","25","<neural-network><deep-learning><keras><cnn><gan>","0",""
"43642","Answer","2019-01-07 23:19:17","1","","","",""
"43643","Question","2019-01-08 01:21:29","1","2018","<deep-learning><evaluation>","1",""
"43644","Answer","2019-01-08 02:56:06","0","","","",""
"43647","Answer","2019-01-08 06:12:20","0","","","",""
"43648","Question","2019-01-08 06:15:31","0","325","<image-classification><computer-vision><object-detection><object-recognition><faster-rcnn>","1",""
"43651","Answer","2019-01-08 06:53:17","0","","","",""
"43653","Answer","2019-01-08 06:55:55","2","","","",""
"43655","Answer","2019-01-08 07:47:08","1","","","",""
"43657","Answer","2019-01-08 08:42:30","1","","","",""
"43658","Question","2019-01-08 08:47:27","2","681","<learning>","0",""
"43660","Answer","2019-01-08 09:19:52","0","","","",""
"43661","Question","2019-01-08 09:21:21","1","189","<machine-learning><regression><machine-learning-model><overfitting>","2",""
"43662","Answer","2019-01-08 09:35:45","0","","","",""
"43663","Question","2019-01-08 10:02:16","2","154","<clustering><feature-extraction>","2",""
"43665","Question","2019-01-08 11:08:29","1","119","<time-series>","1","1"
"43668","Answer","2019-01-08 12:48:48","1","","","",""
"43671","Question","2019-01-08 13:43:30","1","283","<machine-learning>","1",""
"43673","Question","2019-01-08 14:10:56","4","972","<svm>","1","2"
"43675","Question","2019-01-08 14:40:44","2","154","<pca><tsne>","0",""
"43676","Question","2019-01-08 14:43:36","1","41","<data-science-model><class-imbalance><smote>","0",""
"43677","Question","2019-01-08 14:53:50","0","70","<classification><sampling><binary>","1",""
"43678","Answer","2019-01-08 15:09:26","1","","","",""
"43679","Question","2019-01-08 15:15:33","1","49","<keras><churn>","1",""
"43681","Answer","2019-01-08 16:19:52","1","","","",""
"43682","Question","2019-01-08 16:31:02","2","938","<machine-learning><classification><feature-selection><decision-trees>","1","1"
"43683","Answer","2019-01-08 16:49:04","1","","","",""
"43684","Answer","2019-01-08 17:15:40","1","","","",""
"43685","Answer","2019-01-08 17:55:51","1","","","",""
"43686","Answer","2019-01-08 18:57:32","4","","","",""
"43687","Answer","2019-01-08 21:03:09","3","","","",""
"43689","Question","2019-01-08 21:51:06","3","129","<regression><feature-extraction><feature-engineering><kernel>","3",""
"43690","Question","2019-01-08 21:52:33","1","37","<cnn><cross-validation><training><loss-function>","0",""
"43691","Question","2019-01-08 22:01:37","0","48","<tensorflow><cnn><image-recognition>","1",""
"43692","Answer","2019-01-08 22:23:03","0","","","",""
"43693","Question","2019-01-08 22:33:55","0","863","<accuracy>","1",""
"43694","Answer","2019-01-08 22:40:56","0","","","",""
"43695","Answer","2019-01-08 22:42:58","2","","","",""
"43698","Answer","2019-01-09 00:50:58","1","","","",""
"43699","Question","2019-01-09 01:15:04","3","1928","<machine-learning><neural-network><deep-learning><tensorflow><pytorch>","2","1"
"43701","Answer","2019-01-09 03:23:29","0","","","",""
"43702","Question","2019-01-09 06:06:03","2","37","<keras><tensorflow><google-prediction-api>","1","1"
"43704","Answer","2019-01-09 06:18:44","1","","","",""
"43705","Answer","2019-01-09 06:43:19","0","","","",""
"43707","Answer","2019-01-09 07:10:42","1","","","",""
"43708","Answer","2019-01-09 07:26:59","1","","","",""
"43709","Answer","2019-01-09 07:49:33","6","","","",""
"43712","Answer","2019-01-09 08:55:09","0","","","",""
"43713","Question","2019-01-09 09:01:03","0","577","<clustering><dirichlet>","1",""
"43715","Question","2019-01-09 10:02:30","1","44","<neural-network><tensorflow>","1",""
"43716","Answer","2019-01-09 10:05:50","2","","","",""
"43717","Question","2019-01-09 10:42:31","1","71","<machine-learning><prediction><metric>","2","1"
"43718","Answer","2019-01-09 11:14:49","0","","","",""
"43721","Question","2019-01-09 13:17:54","1","2682","<keras><nlp><lda><tfidf>","1","1"
"43723","Answer","2019-01-09 13:54:07","1","","","",""
"43724","Answer","2019-01-09 14:42:57","0","","","",""
"43725","Question","2019-01-09 14:44:27","0","869","<machine-learning><deep-learning><classification><image-classification>","2",""
"43727","Answer","2019-01-09 15:33:32","0","","","",""
"43728","Question","2019-01-09 15:50:21","4","333","<machine-learning><supervised-learning><accuracy>","1",""
"43729","Answer","2019-01-09 16:39:47","1","","","",""
"43730","Answer","2019-01-09 16:53:47","1","","","",""
"43731","Question","2019-01-09 17:14:07","0","21","<machine-learning><neural-network><machine-learning-model>","1",""
"43732","Answer","2019-01-09 17:37:55","1","","","",""
"43733","Question","2019-01-09 17:43:20","1","35","<optimization><supervised-learning><forecast>","1",""
"43734","Question","2019-01-09 18:17:55","1","28","<data-mining><association-rules><market-basket-analysis>","0",""
"43735","Question","2019-01-09 18:54:25","4","117","<optimization><bayesian><hyperparameter-tuning>","2",""
"43736","Answer","2019-01-09 19:02:22","2","","","",""
"43737","Answer","2019-01-09 19:19:38","2","","","",""
"43738","Answer","2019-01-09 19:21:09","2","","","",""
"43739","Question","2019-01-09 19:38:07","2","91","<preprocessing><normalization>","1",""
"43740","Question","2019-01-09 19:40:00","0","100","<neural-network><keras><tensorflow><pytorch>","1",""
"43741","Answer","2019-01-09 19:46:06","0","","","",""
"43742","Answer","2019-01-09 20:19:21","0","","","",""
"43743","Answer","2019-01-09 20:40:28","1","","","",""
"43744","Question","2019-01-09 20:40:31","1","21","<machine-learning-model><representation>","0",""
"48295","Question","2019-03-31 14:30:37","1","235","<machine-learning><neural-network><deep-learning>","1",""
"48296","Answer","2019-03-31 15:01:24","0","","","",""
"48297","Question","2019-03-31 15:03:52","0","72","<machine-learning><bigdata><sampling>","1",""
"48298","Answer","2019-03-31 15:29:13","1","","","",""
"48299","Answer","2019-03-31 15:37:21","2","","","",""
"48300","Answer","2019-03-31 15:57:12","2","","","",""
"48301","Answer","2019-03-31 16:20:33","0","","","",""
"48302","Question","2019-03-31 16:36:55","1","1126","<python><pandas><visualization><dataframe><matplotlib>","1","1"
"48303","Answer","2019-03-31 16:44:30","1","","","",""
"48304","ModeratorNomination","2019-03-31 17:16:06","0","","","",""
"48305","Answer","2019-03-31 18:01:15","4","","","",""
"48306","Question","2019-03-31 18:04:40","1","478","<clustering>","0",""
"48307","Answer","2019-03-31 18:20:53","1","","","",""
"48308","Question","2019-03-31 18:25:13","0","1616","<machine-learning><python><scikit-learn><numpy><scipy>","1",""
"48309","Question","2019-03-31 19:03:41","5","86","<linear-regression>","2",""
"48310","Answer","2019-03-31 19:38:29","2","","","",""
"48312","Question","2019-03-31 20:08:39","2","40","<machine-learning><svm><theory>","1",""
"48314","Answer","2019-03-31 20:50:48","1","","","",""
"48315","Answer","2019-03-31 21:38:00","1","","","",""
"48316","Question","2019-03-31 21:40:59","4","2140","<python><dataset><data><numpy>","2",""
"48317","Question","2019-03-31 22:20:22","2","634","<deep-learning><cnn><transfer-learning>","2","1"
"48319","Answer","2019-03-31 23:34:02","0","","","",""
"48320","Answer","2019-03-31 23:43:27","1","","","",""
"48322","Question","2019-04-01 01:23:54","3","736","<reinforcement-learning><q-learning><dqn><convergence><deepmind>","1",""
"48323","Answer","2019-04-01 01:26:43","2","","","",""
"48324","Answer","2019-04-01 02:37:21","1","","","",""
"48326","Question","2019-04-01 04:47:05","0","267","<python><tensorflow><numpy>","1",""
"48327","Answer","2019-04-01 06:09:09","4","","","",""
"48328","Question","2019-04-01 06:36:16","1","137","<keras><r><cnn>","0",""
"48329","Answer","2019-04-01 06:55:46","1","","","",""
"48330","Question","2019-04-01 07:01:54","1","4357","<feature-selection><xgboost><feature-engineering>","1",""
"48331","Question","2019-04-01 07:50:19","2","96","<machine-learning><python><scikit-learn><regression>","3",""
"48332","Question","2019-04-01 08:00:03","2","58","<machine-learning><classification><training><class-imbalance>","2","2"
"48333","Question","2019-04-01 08:29:55","0","53","<neural-network>","1",""
"48334","Answer","2019-04-01 08:41:59","2","","","",""
"48335","Question","2019-04-01 09:22:09","7","24403","<python><pandas>","1",""
"48336","Answer","2019-04-01 09:26:03","4","","","",""
"48337","Answer","2019-04-01 09:41:20","9","","","",""
"48338","Question","2019-04-01 09:43:40","1","458","<python><keras><tensorflow><predictive-modeling><cnn>","1",""
"48339","Answer","2019-04-01 10:32:53","2","","","",""
"48340","Answer","2019-04-01 11:08:16","0","","","",""
"48341","Question","2019-04-01 11:17:57","1","29","<time-series><lstm><rnn><sequence-to-sequence>","0",""
"48342","Answer","2019-04-01 11:30:23","1","","","",""
"48344","Question","2019-04-01 12:35:30","1","34","<classification><class-imbalance>","0","1"
"48345","Question","2019-04-01 12:47:57","1","6723","<numpy><linear-algebra>","1",""
"48346","Question","2019-04-01 12:55:24","4","3081","<machine-learning><keras><regression>","2",""
"48347","Answer","2019-04-01 12:58:17","4","","","",""
"48349","Answer","2019-04-01 13:23:26","0","","","",""
"48352","Answer","2019-04-01 13:52:35","1","","","",""
"48353","Question","2019-04-01 13:55:55","0","93","<python><nlp><regex>","1",""
"48357","Question","2019-04-01 14:34:32","1","376","<deep-learning><loss-function><hinge-loss>","1",""
"48359","Answer","2019-04-01 14:47:29","2","","","",""
"48360","Question","2019-04-01 14:56:02","1","46","<association-rules><sequential-pattern-mining>","0",""
"48361","Question","2019-04-01 15:25:12","2","42","<feature-engineering><feature-construction>","2",""
"48362","Question","2019-04-01 16:01:44","1","2671","<dataset>","1",""
"48363","Answer","2019-04-01 16:22:41","0","","","",""
"48364","Answer","2019-04-01 16:31:02","0","","","",""
"48366","Answer","2019-04-01 16:38:20","2","","","",""
"48367","Question","2019-04-01 17:08:25","2","81","<deep-learning><class-imbalance>","0","1"
"48368","Answer","2019-04-01 18:55:08","1","","","",""
"48369","Question","2019-04-01 19:00:04","37","21978","<neural-network><pytorch>","1","11"
"48370","ModeratorNomination","2019-04-01 19:40:16","0","","","",""
"48372","Question","2019-04-01 20:06:26","0","59","<machine-learning><data-mining>","1",""
"48374","Answer","2019-04-01 20:29:19","25","","","",""
"48376","Answer","2019-04-01 21:10:28","2","","","",""
"48378","Question","2019-04-01 21:45:43","1","231","<correlation>","2",""
"48379","Question","2019-04-01 21:48:30","1","389","<python><nltk><tokenization>","2",""
"48383","Answer","2019-04-01 22:25:56","1","","","",""
"48385","Question","2019-04-01 23:17:21","-2","848","<python><deep-learning><keras><tensorflow><cnn>","1",""
"48386","Answer","2019-04-01 23:27:22","0","","","",""
"48387","Answer","2019-04-01 23:33:48","1","","","",""
"48389","Answer","2019-04-01 23:52:34","0","","","",""
"48390","Question","2019-04-02 00:18:18","3","8847","<machine-learning><python><neural-network><keras><cnn>","3","3"
"48391","Answer","2019-04-02 00:36:02","0","","","",""
"48392","Answer","2019-04-02 00:36:35","5","","","",""
"48397","Answer","2019-04-02 02:37:40","1","","","",""
"48398","Question","2019-04-02 02:49:09","1","113","<outlier><isolation-forest>","1",""
"48402","Answer","2019-04-02 05:32:28","0","","","",""
"48403","Answer","2019-04-02 05:42:04","1","","","",""
"48404","TagWiki","2019-04-02 06:20:29","0","","","",""
"48405","TagWikiExcerpt","2019-04-02 06:20:29","0","","","",""
"48406","TagWiki","2019-04-02 06:21:26","0","","","",""
"48407","TagWikiExcerpt","2019-04-02 06:21:26","0","","","",""
"48408","TagWiki","2019-04-02 06:22:40","0","","","",""
"48409","TagWikiExcerpt","2019-04-02 06:22:40","0","","","",""
"48410","Question","2019-04-02 06:51:42","2","216","<deep-learning><time-series><embeddings>","1","1"
"48411","Question","2019-04-02 07:13:46","3","176","<recommender-system><mathematics>","1",""
"48412","Question","2019-04-02 07:21:42","2","24","<machine-learning><classification><regression>","1",""
"48414","Answer","2019-04-02 07:25:17","1","","","",""
"48416","Answer","2019-04-02 08:09:26","2","","","",""
"48418","Answer","2019-04-02 08:23:19","1","","","",""
"48419","Answer","2019-04-02 08:23:43","2","","","",""
"48420","Question","2019-04-02 08:29:03","1","628","<pandas>","2",""
"48423","Question","2019-04-02 08:54:24","0","3761","<python><pandas><data-analysis>","4",""
"48424","Answer","2019-04-02 09:09:35","0","","","",""
"48425","Question","2019-04-02 09:11:58","1","640","<orange><databases><orange3>","1",""
"48426","Question","2019-04-02 09:57:17","1","256","<nlp><text-mining><word2vec><word-embeddings><gensim>","1",""
"48427","Answer","2019-04-02 10:02:16","1","","","",""
"60729","Answer","2019-09-25 08:04:28","1","","","",""
"60731","Question","2019-09-25 09:02:52","1","100","<correlation>","1",""
"60733","Answer","2019-09-25 09:26:20","1","","","",""
"60735","Answer","2019-09-25 09:38:49","0","","","",""
"60737","Answer","2019-09-25 09:43:56","0","","","",""
"60738","Question","2019-09-25 10:04:47","1","537","<python><scikit-learn>","2",""
"60739","Question","2019-09-25 10:10:45","1","17","<machine-translation>","0",""
"60740","Answer","2019-09-25 10:51:55","1","","","",""
"60741","Answer","2019-09-25 11:00:11","0","","","",""
"60742","Answer","2019-09-25 11:21:23","0","","","",""
"60744","Question","2019-09-25 11:38:24","0","34","<time-series><xgboost><distribution>","1","1"
"60745","Question","2019-09-25 11:49:02","2","115","<pca>","3","1"
"60748","Answer","2019-09-25 12:40:39","0","","","",""
"60749","Answer","2019-09-25 12:55:58","2","","","",""
"60750","Answer","2019-09-25 13:11:46","0","","","",""
"60751","Answer","2019-09-25 13:25:07","2","","","",""
"60752","Answer","2019-09-25 13:33:59","1","","","",""
"60753","Answer","2019-09-25 13:58:04","0","","","",""
"60754","Question","2019-09-25 14:04:44","2","78","<clustering><k-means>","1",""
"60756","Question","2019-09-25 14:50:40","0","17","<machine-learning><nlp><data-science-model><annotation>","1",""
"60757","Question","2019-09-25 15:29:38","1","176","<reinforcement-learning><softmax>","0",""
"60758","Answer","2019-09-25 15:30:03","1","","","",""
"60759","Answer","2019-09-25 15:34:47","0","","","",""
"60760","Question","2019-09-25 15:46:30","0","91","<pyspark><sql><hive>","1",""
"60761","Question","2019-09-25 16:18:26","1","12","<time-series><forecasting><predictor-importance>","0",""
"60764","Question","2019-09-25 17:00:21","4","824","<random-forest><class-imbalance><sampling>","3","4"
"60765","Question","2019-09-25 18:26:11","1","161","<machine-learning><python><tensorflow><multiclass-classification><pytorch>","0",""
"60766","Answer","2019-09-25 18:26:29","0","","","",""
"60767","Answer","2019-09-25 18:27:57","0","","","",""
"60768","Answer","2019-09-25 18:31:15","1","","","",""
"60770","Question","2019-09-25 18:32:47","0","4062","<python><linear-regression>","2",""
"60773","Answer","2019-09-25 19:22:45","1","","","",""
"60775","Question","2019-09-25 20:31:46","1","42","<python><scikit-learn><regression><linear-regression><dummy-variables>","0",""
"60776","Answer","2019-09-25 20:53:52","1","","","",""
"60778","Question","2019-09-25 21:26:26","3","46","<terminology>","1","1"
"60780","Answer","2019-09-25 22:30:39","1","","","",""
"60782","Question","2019-09-25 23:24:45","1","85","<machine-learning><classification><cnn><ocr>","1",""
"60784","Answer","2019-09-25 23:44:25","1","","","",""
"60785","Question","2019-09-25 23:45:00","4","222","<machine-learning><gradient-descent>","1",""
"60787","Question","2019-09-26 01:30:44","1","26","<nlp><expectation-maximization>","0",""
"60788","Answer","2019-09-26 01:35:04","1","","","",""
"60793","Answer","2019-09-26 06:39:57","0","","","",""
"60795","Question","2019-09-26 07:48:38","1","76","<classification><predictive-modeling>","2",""
"60796","Question","2019-09-26 08:01:44","1","32","<deep-learning><reinforcement-learning><ai><softmax><deepmind>","0",""
"60797","Answer","2019-09-26 08:02:24","0","","","",""
"60798","Question","2019-09-26 08:14:51","1","3013","<python><visualization><data-analysis>","2",""
"60800","Answer","2019-09-26 08:35:44","0","","","",""
"60801","Answer","2019-09-26 08:41:49","2","","","",""
"60804","Answer","2019-09-26 08:52:18","0","","","",""
"60807","Question","2019-09-26 08:55:13","4","1122","<machine-learning><predictive-modeling><svm>","1",""
"60811","Question","2019-09-26 09:53:32","1","60","<correlation>","2",""
"60812","Question","2019-09-26 09:55:57","1","282","<keras><time-series><forecasting>","1",""
"60814","Question","2019-09-26 10:42:00","1","48","<data-mining><text-mining><orange><orange3>","1",""
"60815","Answer","2019-09-26 10:53:10","-3","","","",""
"60816","Answer","2019-09-26 11:11:00","1","","","",""
"60817","Question","2019-09-26 11:23:40","2","676","<dimensionality-reduction><nlp><embeddings><similar-documents>","1",""
"60819","Question","2019-09-26 11:34:10","3","283","<machine-learning><dimensionality-reduction>","2",""
"60820","Question","2019-09-26 12:03:44","0","21","<classification><feature-selection><features>","1",""
"60821","Question","2019-09-26 12:38:06","2","98","<cross-validation>","3",""
"60822","Answer","2019-09-26 12:41:51","0","","","",""
"60823","Answer","2019-09-26 12:42:23","0","","","",""
"60824","Question","2019-09-26 12:42:57","1","320","<python><dataframe>","1","1"
"60825","Answer","2019-09-26 12:44:51","0","","","",""
"60826","Answer","2019-09-26 12:57:37","0","","","",""
"60827","Question","2019-09-26 13:02:10","1","323","<machine-learning>","1",""
"60828","Answer","2019-09-26 13:10:01","1","","","",""
"60830","Answer","2019-09-26 13:41:21","1","","","",""
"60832","Question","2019-09-26 14:08:39","0","33","<classification><time-series>","2",""
"60833","Answer","2019-09-26 14:13:22","1","","","",""
"60835","Answer","2019-09-26 14:34:35","0","","","",""
"60836","Answer","2019-09-26 14:34:46","1","","","",""
"60837","Question","2019-09-26 14:47:37","0","24","<neural-network>","1",""
"60839","Answer","2019-09-26 14:51:03","1","","","",""
"60840","Question","2019-09-26 15:06:40","2","152","<deep-learning><lstm><rnn>","0",""
"60841","Answer","2019-09-26 15:20:33","1","","","",""
"60842","Answer","2019-09-26 15:28:45","1","","","",""
"60843","Answer","2019-09-26 15:40:03","1","","","",""
"60844","Answer","2019-09-26 16:12:55","1","","","",""
"60845","Question","2019-09-26 16:24:40","4","69","<data-mining><genetic-algorithms><evolutionary-algorithms>","1","1"
"60846","Answer","2019-09-26 16:29:40","0","","","",""
"60847","Answer","2019-09-26 16:55:56","1","","","",""
"60848","Question","2019-09-26 17:55:03","2","165","<classification><decision-trees>","1","1"
"60850","Question","2019-09-26 18:10:59","3","407","<python><scikit-learn><scoring>","1",""
"60851","Answer","2019-09-26 18:48:45","3","","","",""
"60852","Answer","2019-09-26 19:17:45","1","","","",""
"60853","Answer","2019-09-26 19:51:46","1","","","",""
"60854","Question","2019-09-26 20:38:24","2","551","<tensorflow><object-detection><pipelines>","1",""
"60856","Answer","2019-09-26 22:59:23","1","","","",""
"60859","Answer","2019-09-27 02:13:40","1","","","",""
"60860","Answer","2019-09-27 04:00:06","0","","","",""
"60861","Question","2019-09-27 04:24:55","3","145","<machine-learning><cross-validation>","1",""
"60862","Question","2019-09-27 04:55:28","1","2579","<machine-learning><python><scikit-learn><normalization>","1","1"
"60865","Question","2019-09-27 06:55:00","1","79","<neural-network><audio-recognition>","2",""
"60866","Question","2019-09-27 07:03:55","0","1054","<python><neural-network><dataset><multilabel-classification><mnist>","1",""
"60867","Answer","2019-09-27 07:30:36","0","","","",""
"60868","Question","2019-09-27 07:41:01","1","98","<machine-learning><classification><feature-extraction><sensors>","2",""
"60869","Answer","2019-09-27 08:12:23","0","","","",""
"60870","Answer","2019-09-27 08:21:10","1","","","",""
"60871","Question","2019-09-27 08:22:35","0","216","<image-classification><ocr>","0",""
"60872","Answer","2019-09-27 08:42:04","0","","","",""
"60874","Answer","2019-09-27 09:23:30","1","","","",""
"60875","Question","2019-09-27 09:31:53","1","265","<python><keras><tensorflow><data-science-model>","0",""
"60876","Answer","2019-09-27 09:47:51","0","","","",""
"60877","Answer","2019-09-27 09:48:51","0","","","",""
"60878","Question","2019-09-27 10:12:39","1","262","<tensorflow><anaconda>","1",""
"60879","Answer","2019-09-27 10:37:37","4","","","",""
"60885","Question","2019-09-27 12:35:53","1","101","<classification><data><learning><vc-theory>","1",""
"60886","Answer","2019-09-27 12:59:45","0","","","",""
"60890","Question","2019-09-27 13:52:34","-3","37","<python><visualization><matplotlib>","1","1"
"60891","Answer","2019-09-27 13:58:05","0","","","",""
"60892","Answer","2019-09-27 14:15:57","0","","","",""
"60893","Answer","2019-09-27 14:25:22","2","","","",""
"48428","Question","2019-04-02 10:47:04","1","149","<machine-learning><python><classification><xgboost>","0",""
"48429","Question","2019-04-02 10:57:50","0","103","<machine-learning><python>","1","1"
"48430","Answer","2019-04-02 11:04:13","0","","","",""
"48431","Answer","2019-04-02 11:25:23","1","","","",""
"48432","Question","2019-04-02 11:25:42","10","1294","<multiclass-classification><online-learning>","4","2"
"48433","Answer","2019-04-02 11:29:13","1","","","",""
"48435","Answer","2019-04-02 12:11:00","0","","","",""
"48436","Answer","2019-04-02 12:30:38","3","","","",""
"48438","Question","2019-04-02 12:51:08","0","39","<neural-network><deep-learning><nlp><speech-to-text>","1",""
"48439","Question","2019-04-02 13:03:50","1","24","<data-mining><nlp>","0",""
"48442","Question","2019-04-02 13:24:54","1","512","<deep-learning><keras><r><convolutional-neural-network>","1",""
"48443","Question","2019-04-02 13:39:33","1","34","<numerical><monte-carlo>","1",""
"48445","Question","2019-04-02 13:54:17","1","121","<machine-learning><r><dummy-variables>","1",""
"48446","Question","2019-04-02 14:06:00","2","2441","<machine-learning><nlp><gensim>","1","1"
"48447","Question","2019-04-02 14:09:44","1","258","<python><scikit-learn><clustering><k-means>","1",""
"48448","Answer","2019-04-02 14:35:22","1","","","",""
"48449","Answer","2019-04-02 14:37:42","1","","","",""
"48450","Question","2019-04-02 14:43:21","0","711","<machine-learning><neural-network>","3",""
"48451","Answer","2019-04-02 14:52:36","0","","","",""
"48456","Answer","2019-04-02 15:59:13","3","","","",""
"48457","Question","2019-04-02 16:25:37","3","403","<nlp><nltk>","1","1"
"48458","Question","2019-04-02 16:29:28","2","85","<neural-network><deep-learning><keras><tensorflow><vgg16>","0","1"
"48459","Question","2019-04-02 16:32:16","1","518","<machine-learning><python>","2",""
"48460","Answer","2019-04-02 16:41:13","7","","","",""
"48461","Question","2019-04-02 17:28:50","1","89","<neural-network><regularization><perceptron>","1",""
"48462","Question","2019-04-02 17:40:09","1","123","<machine-learning><time-series><forecasting>","0",""
"48463","Answer","2019-04-02 18:27:08","1","","","",""
"48466","Answer","2019-04-02 19:03:16","0","","","",""
"48467","Question","2019-04-02 19:38:15","0","530","<machine-learning><xgboost>","2","1"
"48468","Question","2019-04-02 20:00:53","1","26","<machine-learning><recommender-system><apache-spark><embeddings><matrix-factorisation>","1",""
"48469","Answer","2019-04-02 20:14:16","1","","","",""
"48472","Answer","2019-04-02 21:27:47","0","","","",""
"48473","Question","2019-04-02 21:58:04","2","1482","<python><k-means><unsupervised-learning>","2",""
"48474","Question","2019-04-02 22:07:57","1","456","<neural-network><data-mining><orange><orange3>","0",""
"48475","Question","2019-04-02 23:02:33","3","144","<machine-learning><deep-learning><object-detection>","1",""
"48477","Question","2019-04-03 01:15:38","3","739","<cnn><object-detection><faster-rcnn>","0","2"
"48479","Question","2019-04-03 02:28:31","1","73","<machine-learning><scikit-learn><predictive-modeling><pandas>","2",""
"48481","Question","2019-04-03 03:18:33","1","26","<machine-learning><deep-learning><computer-vision>","1",""
"48482","Question","2019-04-03 04:29:39","1","1077","<loss-function>","1",""
"48485","Answer","2019-04-03 05:14:50","0","","","",""
"48486","Question","2019-04-03 05:19:26","2","372","<machine-learning><regression><supervised-learning><model-selection>","0",""
"48487","Answer","2019-04-03 05:25:35","0","","","",""
"48488","Question","2019-04-03 05:56:12","2","136","<time-series><training><machine-learning-model><forecasting>","1",""
"48489","Question","2019-04-03 06:01:23","1","50","<machine-learning><classification><numpy><gpu>","1",""
"48490","TagWiki","2019-04-03 06:04:51","0","","","",""
"48491","TagWikiExcerpt","2019-04-03 06:04:51","0","","","",""
"48492","TagWiki","2019-04-03 06:06:07","0","","","",""
"48493","TagWikiExcerpt","2019-04-03 06:06:07","0","","","",""
"48494","Answer","2019-04-03 06:14:20","0","","","",""
"48495","Answer","2019-04-03 07:08:37","2","","","",""
"48497","Answer","2019-04-03 07:38:09","2","","","",""
"48498","Answer","2019-04-03 07:56:56","1","","","",""
"48501","Question","2019-04-03 09:11:20","1","110","<keras><tensorflow><gpu>","0",""
"48504","TagWiki","2019-04-03 10:14:39","0","","","",""
"48505","TagWikiExcerpt","2019-04-03 10:14:39","0","","","",""
"48506","TagWiki","2019-04-03 10:16:16","0","","","",""
"48507","TagWikiExcerpt","2019-04-03 10:16:16","0","","","",""
"48508","TagWiki","2019-04-03 10:17:27","0","","","",""
"48509","TagWikiExcerpt","2019-04-03 10:17:27","0","","","",""
"48510","Answer","2019-04-03 10:26:33","0","","","",""
"48511","Answer","2019-04-03 10:51:39","0","","","",""
"48512","Question","2019-04-03 11:12:46","0","28","<machine-learning><r><cloud-computing>","1",""
"48514","Question","2019-04-03 12:08:47","2","466","<machine-learning><python><statistics><distribution>","0","1"
"48515","Question","2019-04-03 12:27:58","3","6728","<machine-learning><neural-network><keras>","1",""
"48516","TagWiki","2019-04-03 12:41:18","0","","","",""
"48517","TagWikiExcerpt","2019-04-03 12:41:18","0","","","",""
"48518","TagWiki","2019-04-03 12:41:50","0","","","",""
"48519","TagWikiExcerpt","2019-04-03 12:41:50","0","","","",""
"48520","TagWiki","2019-04-03 12:43:06","0","","","",""
"48521","TagWikiExcerpt","2019-04-03 12:43:06","0","","","",""
"48522","Answer","2019-04-03 13:12:37","3","","","",""
"48524","Answer","2019-04-03 13:32:14","0","","","",""
"48525","Question","2019-04-03 13:36:49","4","217","<cross-validation><multiclass-classification><prediction>","1","1"
"48526","Question","2019-04-03 13:41:05","1","140","<r><csv>","1",""
"48528","Answer","2019-04-03 14:34:57","2","","","",""
"48529","Question","2019-04-03 14:42:28","2","466","<machine-learning><neural-network><deep-learning><data-augmentation><image-preprocessing>","1",""
"48530","Answer","2019-04-03 14:51:58","1","","","",""
"48531","Question","2019-04-03 15:16:24","45","7946","<data-wrangling>","9","17"
"48532","Answer","2019-04-03 15:26:02","1","","","",""
"48533","Question","2019-04-03 15:39:26","1","3804","<machine-learning><neural-network><anomaly-detection><autoencoder>","1",""
"48534","Question","2019-04-03 15:41:55","0","1332","<machine-learning><python><scikit-learn><decision-trees>","1",""
"48535","Question","2019-04-03 15:47:41","3","659","<machine-learning><classification><class-imbalance>","2",""
"48537","Question","2019-04-03 15:56:12","4","520","<deep-learning><tensorflow><jupyter>","1",""
"48538","Answer","2019-04-03 16:22:14","0","","","",""
"48539","Answer","2019-04-03 16:35:24","40","","","",""
"48540","TagWiki","2019-04-03 16:38:02","0","","","",""
"48541","TagWikiExcerpt","2019-04-03 16:38:02","0","","","",""
"48542","Answer","2019-04-03 16:47:13","26","","","",""
"48543","Question","2019-04-03 17:06:38","1","45","<machine-learning><implementation><lasso>","0",""
"48544","Answer","2019-04-03 17:22:41","4","","","",""
"48546","Answer","2019-04-03 18:40:50","2","","","",""
"48548","Question","2019-04-03 18:56:42","5","2600","<machine-learning><self-study><books><ai>","3","2"
